ASMFilter.dll;1;2560;1440;41762;
CPPFilter.dll;1;2560;1440;54854;
ASMFilter.dll;1;2560;1440;41831;
CPPFilter.dll;1;2560;1440;59233;
CPPFilter.dll;1;2560;1440;53603;
CPPFilter.dll;1;2560;1440;51722;
CPPFilter.dll;1;2560;1440;51229;
CPPFilter.dll;1;2560;1440;51973;
ASMFilter.dll;1;2560;1440;29039;
ASMFilter.dll;1;2560;1440;23422;
ASMFilter.dll;1;2560;1440;30978;
ASMFilter.dll;1;2560;1440;31285;
ASMFilter.dll;1;2560;1440;30650;
ASMFilter.dll;1;2560;1440;29862;
ASMFilter.dll;1;2560;1440;30095;
ASMFilter.dll;1;2560;1440;302861;
ASMFilter.dll;1;2560;1440;32910;
ASMFilter.dll;1;2560;1440;32166;
ASMFilter.dll;1;2560;1440;33740;
ASMFilter.dll;1;2560;1440;31069;
ASMFilter.dll;1;2560;1440;33974;
ASMFilter.dll;1;2560;1440;31542;
ASMFilter.dll;1;2560;1440;41848;
ASMFilter.dll;1;2560;1440;42932;
ASMFilter.dll;1;2560;1440;38969;
ASMFilter.dll;1;2560;1440;41492;
ASMFilter.dll;1;2560;1440;31970;
ASMFilter.dll;1;2560;1440;31911;
CPPFilter.dll;1;2560;1440;55983;
CPPFilter.dll;1;2560;1440;53829;
CPPFilter.dll;1;2560;1440;55577;
CPPFilter.dll;1;2560;1440;53019;
ASMFilter.dll;1;2560;1440;52983;
ASMFilter.dll;20;2560;1440;40600;
ASMFilter.dll;20;2560;1440;39149;
ASMFilter.dll;20;2560;1440;39103;
ASMFilter.dll;4;2560;1440;28980;
ASMFilter.dll;5;2560;1440;29682;
ASMFilter.dll;6;2560;1440;32917;
ASMFilter.dll;6;2560;1440;31804;
ASMFilter.dll;6;2560;1440;35216;
ASMFilter.dll;6;2560;1440;29521;
ASMFilter.dll;6;2560;1440;31124;
ASMFilter.dll;6;2560;1440;33224;
ASMFilter.dll;64;2560;1440;68664;
CPPFilter.dll;64;2560;1440;83954;
CPPFilter.dll;2;2560;1440;39492;
CPPFilter.dll;2;2560;1440;39082;
ASMFilter.dll;2;2560;1440;27506;
ASMFilter.dll;1;4000;6000;219074;
CPPFilter.dll;1;4000;6000;328872;
CPPFilter.dll;4;4000;6000;224456;
ASMFilter.dll;4;4000;6000;152202;
ASMFilter.dll;1;15360;8640;996924;
CPPFilter.dll;1;15360;8640;1725996;
ASMFilter.dll;4;15360;8640;765282;
CPPFilter.dll;4;15360;8640;969295;
ASMFilter.dll;1;15360;8640;3005796;
ASMFilter.dll;4;15360;8640;1584712;
ASMFilter.dll;4;2560;1440;28472;
ASMFilter.dll;39;2560;1440;58265;
ASMFilter.dll;4;15360;8640;1167921;
ASMFilter.dll;4;2560;1440;37989;
ASMFilter.dll;39;2560;1440;70296;
ASMFilter.dll;39;2560;1440;17258728;
ASMFilter.dll;4;15360;8640;1291402;
ASMFilter.dll;4;15360;8640;995975;
ASMFilter.dll;4;15360;8640;893722;
ASMFilter.dll;4;15360;8640;795773;
ASMFilter.dll;4;15360;8640;746564;
ASMFilter.dll;4;15360;8640;427276;
ASMFilter.dll;4;15360;8640;417224;
ASMFilter.dll;4;15360;8640;765109;
ASMFilter.dll;4;15360;8640;426085;
ASMFilter.dll;4;15360;8640;413690;
ASMFilter.dll;4;15360;8640;411390;
ASMFilter.dll;4;15360;8640;790105;
ASMFilter.dll;4;15360;8640;435593;
ASMFilter.dll;4;15360;8640;407657;
ASMFilter.dll;4;15360;8640;751172;
ASMFilter.dll;4;15360;8640;746458;
ASMFilter.dll;4;2560;1440;89621;
ASMFilter.dll;4;2560;1440;106847;
